Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20190805|A|310572|1008|665883|Q,N
20190805|AA|730497|11203|1356505|Q,N
20190805|AAAU|20404|588|32283|Q,N
20190805|AABA|158578|2430|752501|B,Q,N
20190805|AAC|77987|552|120282|Q,N
20190805|AADR|1011|0|5042|Q
20190805|AAL|1309438|9589|2877026|B,Q,N
20190805|AAMC|730|0|2964|B,Q,N
20190805|AAN|147089|42|239396|Q,N
20190805|AAOI|173932|144|225594|Q,N
20190805|AAON|34069|349|51608|B,Q,N
20190805|AAP|250560|551|402190|B,Q,N
20190805|AAPL|5459229|121734|18249991|B,Q,N
20190805|AAT|19862|142|44104|Q,N
20190805|AAU|102774|3000|259134|Q,N
20190805|AAWW|96355|355|174292|B,Q,N
20190805|AAXJ|205777|205|1298852|Q,N
20190805|AAXN|132431|334|217441|B,Q,N
20190805|AB|118852|400|236576|Q,N
20190805|ABB|320401|203|1028014|B,Q,N
20190805|ABBV|1782073|14493|4017175|B,Q,N
20190805|ABC|81692|1303|307223|B,Q,N
20190805|ABCB|26179|2016|60448|Q,N
20190805|ABDC|2119|0|5700|Q,N
20190805|ABEO|105404|0|288039|B,Q,N
20190805|ABEV|5099183|8500|9032867|B,Q,N
20190805|ABG|12450|174|28255|Q,N
20190805|ABIL|6117|100|17744|Q,N
20190805|ABIO|15853|0|21514|B,Q,N
20190805|ABM|38406|0|56362|B,Q,N
20190805|ABMD|286553|3579|546883|B,Q,N
20190805|ABR|440893|1699|830720|B,Q,N
20190805|ABRpA|1050|0|1350|Q,N
20190805|ABRpB|1000|0|1000|N
20190805|ABRpC|100|0|100|N
20190805|ABT|527456|4200|992329|B,Q,N
20190805|ABTX|4018|0|5629|Q,N
20190805|ABUS|46474|0|65764|Q,N
20190805|AC|1113|0|1191|Q
20190805|ACA|128325|730|170415|Q,N
20190805|ACAD|219968|1598|325500|B,Q,N
20190805|ACAM|1|0|1|N
20190805|ACB|3330447|22356|5510717|B,Q,N
20190805|ACBI|7227|200|46337|Q,N
20190805|ACC|35450|146|79011|Q,N
20190805|ACCO|102422|0|175328|Q,N
20190805|ACER|23786|0|68773|Q,N
20190805|ACES|4437|0|14396|Q,N
20190805|ACGL|228304|0|364658|Q,N
20190805|ACGLO|7619|2000|13458|Q,N
20190805|ACGLP|19506|1700|24662|Q,N
20190805|ACH|22932|0|40786|B,Q,N
20190805|ACHC|80189|778|111330|Q,N
20190805|ACHN|190116|4608|400902|B,Q,N
