Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20190405|A|103663|0|320539|Q,N
20190405|AA|890209|1016|1388736|Q,N
20190405|AAAU|1796|0|3729|Q,N
20190405|AABA|507332|675|4045154|Q,N
20190405|AAC|12662|0|20042|Q,N
20190405|AADR|1539|342|5959|Q,N
20190405|AAL|630518|16510|1640537|Q,N
20190405|AAME|1|0|1|N
20190405|AAN|76423|0|126622|Q,N
20190405|AAOI|71667|100|148453|Q,N
20190405|AAON|3306|0|18145|Q,N
20190405|AAP|32993|1448|156396|Q,N
20190405|AAPL|3704669|27102|6610979|Q,N
20190405|AAT|11099|0|13793|Q,N
20190405|AAU|14251|0|58921|Q,N
20190405|AAWW|12455|39|103794|Q,N
20190405|AAXJ|1463480|206|1678247|Q,N
20190405|AAXN|141935|100|227076|Q,N
20190405|AB|32011|0|55003|Q,N
20190405|ABB|149754|1440|331295|Q,N
20190405|ABBV|626006|777|1157571|Q,N
20190405|ABC|100850|0|574505|Q,N
20190405|ABCB|9584|0|36156|Q,N
20190405|ABDC|16438|1300|45922|Q,N
20190405|ABEO|34905|375|122277|Q,N
20190405|ABEV|3211157|7904|6590623|Q,N
20190405|ABG|10089|0|16236|Q,N
20190405|ABIL|14180|50|26890|Q,N
20190405|ABIO|56149|978|125256|Q,N
20190405|ABM|30569|0|53707|Q,N
20190405|ABMD|45426|0|119991|Q,N
20190405|ABR|676327|0|794052|Q,N
20190405|ABRpA|350|0|2100|Q
20190405|ABRpC|1286|0|1586|Q,N
20190405|ABT|277776|1136|696250|Q,N
20190405|ABTX|764|0|4367|Q
20190405|ABUS|45341|600|176428|Q,N
20190405|AC|180|0|1094|Q
20190405|ACA|18103|0|50054|Q,N
20190405|ACAD|319138|1831|709332|Q,N
20190405|ACAMU|800|0|2100|Q
20190405|ACB|7417530|7188|12590424|Q,N
20190405|ACBI|5242|0|15871|Q,N
20190405|ACC|30489|0|48531|Q,N
20190405|ACCO|47312|0|81413|Q,N
20190405|ACER|6244|0|7354|Q,N
20190405|ACES|5|0|205|Q
20190405|ACGL|65672|0|204017|Q,N
20190405|ACGLO|9460|1137|15687|Q,N
20190405|ACGLP|2315|0|7735|Q,N
20190405|ACH|6825|0|12663|Q,N
20190405|ACHC|38567|0|76605|Q,N
20190405|ACHN|131866|0|345099|Q,N
20190405|ACHV|218503|1300|411357|Q,N
20190405|ACIA|21263|100|94309|Q,N
20190405|ACIM|1050|0|2436|Q,N
20190405|ACIU|6281|0|32329|Q,N
20190405|ACIW|44417|340|125747|Q,N
20190405|ACLS|7626|0|44510|Q,N
20190405|ACM|55212|100|281343|Q,N
20190405|ACMR|5535|238|11624|Q,N
20190405|ACN|115683|164|389449|Q,N
20190405|ACNB|836|0|2668|Q
20190405|ACOR|61499|0|122346|Q,N
20190405|ACP|30974|226|50212|Q,N
20190405|ACRE|54837|0|69845|Q,N
20190405|ACRS|21631|0|40408|Q,N
20190405|ACRX|156589|0|462997|Q,N
20190405|ACSG|300|0|300|Q
20190405|ACSI|75|0|150|Q
20190405|ACST|83366|600|146190|Q,N
20190405|ACT|669|0|1434|Q,N
20190405|ACTG|7695|0|13616|Q,N
20190405|ACU|1307|0|5516|Q,N
20190405|ACV|6651|0|7994|Q,N
20190405|ACWF|1806|0|3446|Q,N
20190405|ACWI|109206|0|253715|Q,N
20190405|ACWV|23225|0|105894|Q,N
20190405|ACWX|498248|0|591305|Q,N
20190405|ADAP|23996|128|54464|Q,N
20190405|ADBE|275936|3530|570799|Q,N
20190405|ADC|31052|100|48216|Q,N
20190405|ADES|26484|394|58353|Q,N
20190405|ADI|73689|512|494904|Q,N
20190405|ADIL|10757|0|36963|Q,N
20190405|ADILW|1000|0|1000|Q
20190405|ADM|158239|2046|714257|Q,N
20190405|ADMA|152213|1789|405369|Q,N
20190405|ADMP|137904|1503|243665|Q,N
20190405|ADMS|41638|100|206725|Q,N
20190405|ADNT|447785|2700|774715|Q,N
20190405|ADOM|32184|0|63904|Q,N
20190405|ADP|72990|2551|287072|Q,N
20190405|ADRA|8|0|70|Q
20190405|ADRE|2354|2154|5740|Q
20190405|ADRO|26132|0|76275|Q,N
