timestamp,open,high,low,close,volume,dividends,stock_splits
2007-03-30,42.48,42.48,42.48,42.48,0.0,0.0,0
2007-04-30,42.44,42.44,42.44,42.44,0.0,0.0,0
2007-05-31,42.11,42.11,42.11,42.11,0.0,0.0,0
2007-06-29,41.51,41.51,41.51,41.51,0.0,0.0,0
2007-07-31,41.88,41.88,41.88,41.88,0.0,0.0,0
2007-08-31,42.13,42.13,42.13,42.13,0.0,0.0,0
2007-09-28,42.37,42.37,42.37,42.37,0.0,0.0,0
2007-10-31,42.77,42.77,42.77,42.77,0.0,0.0,0
2007-11-30,42.75,42.75,42.75,42.75,0.0,0.0,0
2008-01-31,42.63,42.63,42.63,42.63,0.0,0.0,0
2008-02-29,41.93,41.93,41.93,41.93,0.0,0.0,0
2008-03-31,41.6,41.6,41.6,41.6,0.0,0.0,0
2008-04-30,41.79,41.79,41.79,41.79,0.0,0.0,0
2008-05-30,41.4,41.4,41.4,41.4,0.0,0.0,0
2008-06-30,41.01,41.01,41.01,41.01,0.0,0.0,0
2008-07-31,41.61,41.61,41.61,41.61,0.0,0.0,0
2008-08-29,42.24,42.24,42.24,42.24,0.0,0.0,0
2008-09-30,38.54,38.54,38.54,38.54,0.0,0.0,0
2008-10-31,37.11,37.11,37.11,37.11,0.0,0.0,0
2008-11-28,37.74,37.74,37.74,37.74,0.0,0.0,0
2009-01-30,36.99,36.99,36.99,36.99,0.0,0.0,0
2009-02-27,36.96,36.96,36.96,36.96,0.0,0.0,0
2009-03-31,35.96,35.96,35.96,35.96,0.0,0.0,0
2009-04-30,36.37,36.37,36.37,36.37,0.0,0.0,0
2009-05-29,37.54,37.54,37.54,37.54,0.0,0.0,0
2009-06-30,38.14,38.14,38.14,38.14,0.0,0.0,0
2009-07-31,39.06,39.06,39.06,39.06,0.0,0.0,0
2009-08-31,41.01,41.01,41.01,41.01,0.0,0.0,0
2009-09-30,41.05,41.05,41.05,41.05,0.0,0.0,0
2009-10-30,41.25,41.25,41.25,41.25,0.0,0.0,0
2009-11-30,41.74,41.74,41.74,41.74,0.0,0.0,0
2010-01-29,41.63,41.63,41.63,41.63,0.0,0.0,0
2010-02-26,41.52,41.52,41.52,41.52,0.0,0.0,0
2010-03-31,41.82,41.82,41.82,41.82,0.0,0.0,0
