timestamp,open,high,low,close,volume,dividends,stock_splits
2003-09-17,1.4271,1.4286,1.4237,1.4261,0,0,0
2003-09-18,1.4261,1.4382,1.4239,1.437,0,0,0
2003-09-19,1.4368,1.4411,1.4333,1.4372,0,0,0
2003-09-22,1.4354,1.4408,1.4331,1.436,0,0,0
2003-09-23,1.436,1.4436,1.4341,1.4426,0,0,0
2003-09-24,1.4426,1.4462,1.4393,1.4409,0,0,0
2003-09-25,1.4409,1.4455,1.4392,1.444,0,0,0
2003-09-26,1.444,1.4478,1.4426,1.4447,0,0,0
2003-09-29,1.4466,1.4489,1.4326,1.4343,0,0,0
2003-09-30,1.435,1.4374,1.4228,1.4244,0,0,0
2003-10-01,1.4243,1.4267,1.4162,1.4223,0,0,0
2003-10-02,1.4229,1.4307,1.4194,1.4278,0,0,0
2003-10-03,1.4278,1.4403,1.4243,1.4366,0,0,0
2003-10-06,1.4362,1.4386,1.4243,1.4257,0,0,0
2003-10-07,1.4251,1.4304,1.4098,1.4114,0,0,0
2003-10-08,1.4116,1.4139,1.4046,1.4059,0,0,0
2003-10-09,1.4061,1.4229,1.404,1.4192,0,0,0
2003-10-10,1.419,1.4203,1.4083,1.4102,0,0,0
2003-10-13,1.409,1.4279,1.4069,1.4203,0,0,0
2003-10-14,1.4217,1.4283,1.4198,1.4243,0,0,0
2003-10-15,1.4259,1.436,1.4237,1.4343,0,0,0
2003-10-16,1.4349,1.4436,1.4321,1.4428,0,0,0
2003-10-17,1.4418,1.4477,1.4347,1.4362,0,0,0
2003-10-20,1.4347,1.4418,1.4332,1.436,0,0,0
2003-10-21,1.4358,1.4384,1.431,1.4351,0,0,0
2003-10-22,1.4345,1.4399,1.4301,1.4349,0,0,0
2003-10-23,1.4347,1.4386,1.4288,1.436,0,0,0
2003-10-24,1.4361,1.4409,1.4324,1.4374,0,0,0
2003-10-27,1.4413,1.4438,1.4392,1.4422,0,0,0
2003-10-28,1.4424,1.4556,1.4418,1.4543,0,0,0
2003-10-29,1.4543,1.458,1.4518,1.455,0,0,0
2003-10-30,1.455,1.4599,1.4514,1.4583,0,0,0
2003-10-31,1.4579,1.4655,1.4522,1.462,0,0,0
2003-11-03,1.464,1.468,1.4596,1.4622,0,0,0
2003-11-04,1.4624,1.4671,1.4569,1.4668,0,0,0
2003-11-05,1.4667,1.4691,1.4584,1.4639,0,0,0
2003-11-06,1.4645,1.4662,1.4583,1.4609,0,0,0
2003-11-07,1.4609,1.461,1.4489,1.4541,0,0,0
2003-11-10,1.4544,1.4577,1.451,1.4548,0,0,0
2003-11-11,1.4548,1.4566,1.4435,1.4466,0,0,0
2003-11-12,1.447,1.4472,1.4363,1.4392,0,0,0
2003-11-13,1.4391,1.4417,1.4314,1.4375,0,0,0
2003-11-14,1.4373,1.4379,1.4311,1.4331,0,0,0
2003-11-17,1.4296,1.4405,1.4284,1.4391,0,0,0
2003-11-18,1.4393,1.4401,1.4219,1.4252,0,0,0
2003-11-19,1.4253,1.4295,1.4212,1.4278,0,0,0
2003-11-20,1.4274,1.4318,1.422,1.4298,0,0,0
2003-11-21,1.4304,1.4342,1.4276,1.4294,0,0,0
2003-11-24,1.4312,1.4416,1.4298,1.4406,0,0,0
2003-11-25,1.4399,1.4418,1.4368,1.4407,0,0,0
2003-11-26,1.4409,1.4413,1.4304,1.434,0,0,0
2003-11-27,1.4337,1.442,1.4325,1.4385,0,0,0
2003-11-28,1.4384,1.4407,1.4314,1.4358,0,0,0
2003-12-01,1.4327,1.4405,1.4323,1.4366,0,0,0
2003-12-02,1.4368,1.4399,1.4297,1.4308,0,0,0
2003-12-03,1.4306,1.4322,1.4249,1.4251,0,0,0
2003-12-04,1.4253,1.43,1.419,1.4242,0,0,0
2003-12-05,1.4243,1.4265,1.4194,1.4213,0,0,0
2003-12-08,1.4205,1.4227,1.4152,1.4185,0,0,0
2003-12-09,1.4185,1.4281,1.417,1.4243,0,0,0
2003-12-10,1.4245,1.4306,1.4228,1.4269,0,0,0
2003-12-11,1.4268,1.4358,1.4249,1.4284,0,0,0
2003-12-12,1.4282,1.43,1.4198,1.4211,0,0,0
2003-12-15,1.4265,1.4296,1.4165,1.4184,0,0,0
2003-12-16,1.4178,1.4253,1.4126,1.4229,0,0,0
2003-12-17,1.4234,1.4255,1.4187,1.4231,0,0,0
2003-12-18,1.4223,1.4285,1.4195,1.4254,0,0,0
2003-12-19,1.4259,1.428,1.4211,1.4273,0,0,0
2003-12-22,1.4264,1.4269,1.4154,1.4217,0,0,0
2003-12-23,1.4213,1.4238,1.4195,1.4221,0,0,0
2003-12-24,1.4221,1.4266,1.4188,1.4249,0,0,0
2003-12-25,1.4245,1.4264,1.4203,1.4239,0,0,0
2003-12-26,1.4255,1.4271,1.4198,1.4269,0,0,0
2003-12-29,1.4255,1.4263,1.4173,1.4203,0,0,0
2003-12-30,1.4198,1.4221,1.4146,1.416,0,0,0
2003-12-31,1.4168,1.4219,1.4107,1.4203,0,0,0
2004-01-01,1.4203,1.4233,1.4166,1.4188,0,0,0
2004-01-02,1.419,1.4272,1.416,1.4269,0,0,0
2004-01-05,1.4196,1.4269,1.4162,1.4235,0,0,0
2004-01-06,1.4235,1.4321,1.4233,1.4311,0,0,0
2004-01-07,1.4308,1.4396,1.4292,1.4377,0,0,0
2004-01-08,1.4379,1.4429,1.4342,1.4362,0,0,0
2004-01-09,1.4362,1.4433,1.4341,1.4432,0,0,0
2004-01-12,1.4377,1.4493,1.4358,1.4485,0,0,0
2004-01-13,1.4484,1.4506,1.4433,1.4458,0,0,0
2004-01-14,1.4463,1.4525,1.4445,1.4483,0,0,0
2004-01-15,1.4486,1.45,1.4418,1.4484,0,0,0
2004-01-16,1.4487,1.4554,1.4473,1.4495,0,0,0
2004-01-19,1.4529,1.4539,1.4397,1.4435,0,0,0
2004-01-20,1.4434,1.4479,1.4382,1.4448,0,0,0
2004-01-21,1.4457,1.4532,1.4428,1.4472,0,0,0
2004-01-22,1.4474,1.452,1.445,1.4488,0,0,0
2004-01-23,1.4486,1.4529,1.4425,1.4501,0,0,0
2004-01-26,1.45,1.4563,1.4479,1.4534,0,0,0
2004-01-27,1.4534,1.4553,1.4426,1.4453,0,0,0
2004-01-28,1.4447,1.4622,1.4447,1.4589,0,0,0
2004-01-29,1.4588,1.466,1.454,1.4635,0,0,0
2004-01-30,1.4635,1.4654,1.4573,1.4628,0,0,0
2004-02-02,1.4618,1.4651,1.4605,1.4651,0,0,0
2004-02-03,1.465,1.4669,1.4579,1.4646,0,0,0
2004-02-04,1.4646,1.4671,1.4592,1.4607,0,0,0
2004-02-05,1.4611,1.4625,1.456,1.4609,0,0,0
2004-02-06,1.4608,1.4651,1.4518,1.4539,0,0,0
2004-02-09,1.458,1.4671,1.4533,1.4651,0,0,0
2004-02-10,1.4652,1.4743,1.4605,1.4715,0,0,0
2004-02-11,1.471,1.4769,1.4685,1.4749,0,0,0
2004-02-12,1.475,1.4808,1.4725,1.4767,0,0,0
2004-02-13,1.476,1.4859,1.4714,1.4802,0,0,0
2004-02-16,1.4787,1.4807,1.4771,1.4789,0,0,0
2004-02-17,1.4799,1.485,1.4751,1.4816,0,0,0
2004-02-18,1.4804,1.4891,1.4786,1.4866,0,0,0
2004-02-19,1.4868,1.4921,1.4838,1.4885,0,0,0
2004-02-20,1.4884,1.492,1.4822,1.4854,0,0,0
2004-02-23,1.4864,1.4885,1.4784,1.4852,0,0,0
2004-02-24,1.485,1.4914,1.4846,1.4907,0,0,0
