Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20200319|AABB|233112|0|235524|O
20200319|AACAY|16074|0|133937|O
20200319|AACH|4000|0|6780|O
20200319|AACS|135000|0|455000|O
20200319|AAGC|200000|0|400000|O
20200319|AAGFF|343300|0|548498|O
20200319|AAGIY|134134|0|480892|O
20200319|AAIGF|3360|0|10250|O
20200319|AAIRF|328|0|328|O
20200319|AAMMF|10000|0|21912|O
20200319|AASZF|2215|0|3015|O
20200319|AATRL|1200|0|3745|O
20200319|AAUKF|50|0|70|O
20200319|AAVMY|29658|0|103516|O
20200319|ABAHF|3697|0|5987|O
20200319|ABCAF|100|0|100|O
20200319|ABCE|12691263|0|28801543|O
20200319|ABCFF|3000|0|3000|O
20200319|ABCZF|50|0|101|O
20200319|ABCZY|233|0|6479|O
20200319|ABEPF|500|0|500|O
20200319|ABILF|3202|0|3915|O
20200319|ABMBF|15000|0|20000|O
20200319|ABML|1650940|0|4081517|O
20200319|ABMT|2122|0|5722|O
20200319|ABNAF|19121|0|31121|O
20200319|ABZPY|5|0|5|O
20200319|ACAN|22148|0|50222|O
20200319|ACBM|1510|0|1630|O
20200319|ACCA|101107|0|196742|O
20200319|ACCYY|30748|0|293455|O
20200319|ACDSF|274|0|274|O
20200319|ACDVF|133537|0|165614|O
20200319|ACFN|1006|0|3538|O
20200319|ACGBF|16300|0|22400|O
20200319|ACGBY|63972|0|84609|O
20200319|ACGX|2500|0|5483|O
20200319|ACHFF|6000|0|6000|O
20200319|ACKDF|300|0|625|O
20200319|ACKRF|85526|0|235626|O
20200319|ACLLF|171|0|795|O
20200319|ACMC|100|0|625|O
20200319|ACMLF|10000|0|10000|O
20200319|ACNDF|6000|0|6000|O
20200319|ACOPY|311|0|3387|O
20200319|ACPGF|15000|0|15000|O
20200319|ACRB|40000|0|50000|O
20200319|ACRFF|115|0|2149|O
20200319|ACRGF|225484|0|629811|O
20200319|ACRL|795212|0|3026717|O
20200319|ACSAY|128752|0|493320|O
20200319|ACUR|10050|0|14825|O
20200319|ADDDF|93|0|147|O
20200319|ADDYY|2526|0|275798|O
20200319|ADFS|11500|0|15730|O
20200319|ADGO|5990000|0|6000000|O
20200319|ADGS|394|0|3534|O
20200319|ADMLF|1999|0|1999|O
20200319|ADMT|7000|0|22000|O
20200319|ADOM|55358|0|108197|O
20200319|ADOOY|70|0|70|O
20200319|ADRNY|246786|0|364130|O
20200319|ADSV|260049|0|820000|O
20200319|ADVOF|3000|0|3000|O
20200319|ADVT|50000|0|360000|O
20200319|ADYEY|259028|0|2338085|O
20200319|ADYYF|28|0|190|O
20200319|AEPT|95520|0|1146130|O
20200319|AERG|339054|0|398125|O
20200319|AERO|12237|0|18871|O
20200319|AESEW|98370|0|399415|O
20200319|AETUF|2710|0|6545|O
20200319|AEXAY|65898|0|111660|O
20200319|AEXE|1436300|0|2206900|O
20200319|AFFS|2329|0|10430|O
20200319|AFFT|2314|0|10117|O
20200319|AFFY|3000|0|117970|O
20200319|AFHBL|1000|0|1370|O
20200319|AFLYY|43082|0|71223|O
20200319|AFMJF|36500|0|36500|O
20200319|AFNL|100|0|100|O
20200319|AFOM|113600|0|113600|O
20200319|AFRAF|200|0|200|O
20200319|AFSIA|3209|0|23945|O
20200319|AFSIB|3520|0|5708|O
20200319|AFSIC|2800|0|22426|O
20200319|AFSIM|24025|0|91010|O
20200319|AFSIN|13600|0|21624|O
20200319|AFSIP|4995|0|24090|O
20200319|AFTM|2481928|0|3615045|O
20200319|AFTPF|41233|0|50588|O
20200319|AGCBF|254500|0|318500|O
20200319|AGDXF|100|0|33000|O
20200319|AGDY|14603|0|24603|O
20200319|AGEEF|97212|0|213011|O
20200319|AGESY|27705|0|58873|O
20200319|AGFAF|273697|0|1143311|O
20200319|AGGFF|3500|0|96205|O
20200319|AGGZF|2|0|387|O
20200319|AGIN|425598|0|436499|O
20200319|AGLXY|518|0|7371|O
20200319|AGMJF|1100|0|3300|O
20200319|AGNPF|308767|0|646473|O
20200319|AGPPF|1|0|545|O
20200319|AGRPY|417|0|1080|O
20200319|AGTK|120340|0|167276|O
20200319|AGUNF|47000|0|97000|O
20200319|AGXKF|10000|0|10000|O
20200319|AHCHY|11259|0|34342|O
20200319|AHEXY|55890|0|187737|O
20200319|AHGIF|12000|0|38400|O
20200319|AHIX|95514385|0|179180774|O
20200319|AHKSY|25865|0|105499|O
20200319|AHNR|5000|0|5000|O
20200319|AHODF|216|0|5114|O
20200319|AHOTF|22781|0|40263|O
20200319|AHWSF|100|0|100|O
20200319|AIBRF|4900|0|4902|O
20200319|AICAF|1056|0|1136|O
20200319|AILIH|4|0|4|O
20200319|AILLL|4300|0|5010|O
20200319|AINSF|7000|0|26000|O
20200319|AIPUY|1188|0|2225|O
20200319|AIQUF|341|0|357|O
20200319|AIQUY|78903|0|194237|O
20200319|AIRRF|103920|0|153624|O
20200319|AIRYY|114|0|229|O
20200319|AISSF|201|0|13352|O
20200319|AITX|2110000|0|2259768|O
20200319|AJINY|8223|0|8752|O
20200319|AJMPF|100|0|2757|O
20200319|AJXGF|107629|0|107629|O
20200319|AKAOQ|41681|0|106249|O
20200319|AKMNF|3050|0|15505|O
20200319|AKZOY|37391|0|100984|O
20200319|ALBKY|37047|0|98488|O
20200319|ALBY|29000|0|69050|O
20200319|ALDS|1000|0|1000|O
20200319|ALEAF|106874|0|517580|O
20200319|ALFVY|23852|0|84423|O
20200319|ALIAF|56005|0|76210|O
20200319|ALIF|69500|0|70809|O
20200319|ALIZF|1752|0|3662|O
20200319|ALIZY|128600|0|596763|O
20200319|ALKEF|1000|0|2000|O
20200319|ALKM|372512|0|489562|O
20200319|ALMFF|2|0|2|O
20200319|ALMMF|200|0|200|O
20200319|ALMTF|30398|0|35398|O
20200319|ALNPY|175|0|324|O
20200319|ALPE|15218|0|32200|O
20200319|ALPMY|107512|0|163953|O
20200319|ALPP|2139072|0|4407716|O
20200319|ALRT|10000|0|23520|O
20200319|ALSMY|88981|0|290802|O
20200319|ALST|1177|0|1658|O
20200319|ALTD|10000|0|20000|O
20200319|ALVOF|78215|0|242215|O
20200319|ALXEF|1000|0|1350|O
20200319|ALYI|559760|0|666435|O
20200319|AMADF|450|0|450|O
20200319|AMADY|42503|0|156743|O
20200319|AMAR|3890|0|8155|O
20200319|AMAZ|467158|0|792758|O
20200319|AMBBY|605|0|805|O
20200319|AMBS|414479|0|1137446|O
20200319|AMCF|10000|0|28200|O
20200319|AMEN|75|0|108|O
20200319|AMGY|1000|0|2000|O
20200319|AMHPF|10000|0|10000|O
20200319|AMIH|1530|0|7349|O
20200319|AMKBF|26|0|27|O
20200319|AMKBY|80691|0|203677|O
20200319|AMMJ|9060|0|46168|O
20200319|AMMX|13600|0|34800|O
20200319|AMNCB|12000|0|12000|O
20200319|AMNF|75292|0|115464|O
20200319|AMNP|66|0|167|O
20200319|AMRQQ|25255|0|224261|O
20200319|AMSYF|51|0|506782|O
20200319|AMTY|14800|0|106938|O
20200319|AMXEF|39740|0|63740|O
20200319|AMYZF|168500|0|331409|O
20200319|ANAS|30000|0|80120|O
20200319|ANCUF|3074|0|17370|O
20200319|ANDI|400000|0|400000|O
20200319|ANDR|6000|0|6225|O
20200319|ANGPY|4540|0|17250|O
20200319|ANLDF|7000|0|23829|O
20200319|ANNSF|300|0|5988|O
20200319|ANPDF|10|0|310|O
20200319|ANPDY|547|0|1404|O
20200319|ANSLY|1|0|2403|O
20200319|ANTH|38565|0|154999|O
20200319|ANXGF|10300|0|20300|O
20200319|ANZBY|177403|0|355673|O
20200319|ANZFF|1647|0|8947|O
20200319|AONNY|36270|0|36673|O
20200319|APAAF|12600|0|37600|O
20200319|APAFF|5000|0|13600|O
20200319|APELF|9|0|9|O
20200319|APEUF|50500|0|169821|O
20200319|APGMF|813|0|3113|O
20200319|APHD|239000|0|249000|O
20200319|APHE|15|0|15|O
20200319|APPB|788|0|928|O
20200319|APPDW|26500|0|39050|O
