Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20200113|A|150|0|385|B
20200113|AA|1476|0|7595|B
20200113|AAL|4773|0|9883|B
20200113|AAOI|6300|0|8372|B
20200113|AAON|171|0|371|B
20200113|AAP|2736|0|7514|B
20200113|AAPL|44143|0|77890|B
20200113|AAWW|450|0|1050|B
20200113|AAXJ|676|0|976|B
20200113|AAXN|159|0|159|B
20200113|ABB|900|0|1841|B
20200113|ABBV|2364|0|3755|B
20200113|ABDC|60|0|60|B
20200113|ABEO|300|0|2217|B
20200113|ABEV|15001|0|15001|B
20200113|ABMD|2596|0|5096|B
20200113|ABR|945|0|945|B
20200113|ABT|473|0|3854|B
20200113|ACA|600|0|1400|B
20200113|ACAD|2023|0|6091|B
20200113|ACB|62499|0|96959|B
20200113|ACC|100|0|100|B
20200113|ACER|800|0|1400|B
20200113|ACHN|4250|0|5350|B
20200113|ACIA|82|0|225|B
20200113|ACM|50|0|151|B
20200113|ACMR|6127|0|7544|B
20200113|ACN|224|0|625|B
20200113|ACOR|3456|0|22111|B
20200113|ACRS|2300|0|5699|B
20200113|ACRX|200|0|500|B
20200113|ACST|30678|0|38714|B
20200113|ACU|80|0|100|B
20200113|ACWI|32|0|362|B
20200113|ADAP|92981|0|190172|B
20200113|ADBE|844|0|4415|B
20200113|ADC|10|0|10|B
20200113|ADES|145|0|145|B
20200113|ADI|110|0|161|B
20200113|ADM|201|0|670|B
20200113|ADMA|700|0|1000|B
20200113|ADMS|676|0|4846|B
20200113|ADNT|11|0|261|B
20200113|ADP|231|0|540|B
20200113|ADPT|100|0|287|B
20200113|ADRO|1052|0|2351|B
20200113|ADS|100|0|110|B
20200113|ADSK|660|0|992|B
20200113|ADT|680|0|980|B
20200113|ADUS|205|0|305|B
20200113|ADVM|100|0|1100|B
20200113|ADX|2|0|620|B
20200113|ADXS|8472|0|9487|B
20200113|AEIS|1842|0|1954|B
20200113|AEL|100|0|100|B
20200113|AEM|1066|0|1599|B
20200113|AEMD|22800|0|50525|B
20200113|AEO|218|0|6118|B
20200113|AEP|3610|0|3620|B
20200113|AERI|193|0|593|B
20200113|AES|200|0|433|B
20200113|AFG|15|0|15|B
20200113|AFL|4905|0|5686|B
20200113|AFYA|358|0|358|B
20200113|AG|4686|0|13521|B
20200113|AGEN|100|0|3802|B
20200113|AGG|278|0|380|B
20200113|AGGY|92|0|192|B
20200113|AGI|2983|0|5133|B
20200113|AGIO|1137|0|2887|B
20200113|AGLE|100|0|100|B
20200113|AGN|400|0|868|B
20200113|AGNC|1600|0|3438|B
20200113|AGO|8|0|8|B
20200113|AGR|200|0|200|B
20200113|AGRX|400|0|2505|B
20200113|AGTC|1968|0|5318|B
20200113|AGX|100|0|100|B
20200113|AGYS|36|0|36|B
