Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20190429|A|70024|774|245763|Q
20190429|AA|307453|1108|501050|Q
20190429|AAAU|552|0|4624|Q
20190429|AABA|53067|0|246880|Q
20190429|AAC|10741|0|20007|Q
20190429|AADR|1286|0|4180|Q
20190429|AAL|697749|120|1387966|Q
20190429|AAN|43146|0|170814|Q
20190429|AAOI|36749|750|78024|Q
20190429|AAON|15485|0|28255|Q
20190429|AAP|66048|72|187807|Q
20190429|AAPL|2328609|32256|4142502|Q
20190429|AAT|8882|0|114363|Q
20190429|AAU|24878|0|165947|Q
20190429|AAWW|39610|0|50704|Q
20190429|AAXJ|67205|460|88004|Q
20190429|AAXN|84694|32|182440|Q
20190429|AB|77812|3645|174290|Q
20190429|ABB|108307|0|423327|Q
20190429|ABBV|498836|2426|1425510|Q
20190429|ABC|48325|12|163829|Q
20190429|ABCB|64956|300|114401|Q
20190429|ABDC|13898|0|28106|Q
20190429|ABEO|23393|0|139250|Q
20190429|ABEV|3971098|2000|5471313|Q
20190429|ABG|9064|135|27256|Q
20190429|ABIL|24083|400|187993|Q
20190429|ABIO|2840|0|4645|Q
20190429|ABM|19589|200|30500|Q
20190429|ABMD|93196|361|185387|Q
20190429|ABR|232008|5|376720|Q
20190429|ABRpA|1057|0|3757|Q
20190429|ABRpC|300|0|300|Q
20190429|ABT|309390|3037|1241807|Q
20190429|ABTX|39208|0|46702|Q
20190429|ABUS|42381|0|96723|Q
20190429|AC|18|0|25|Q
20190429|ACA|4810|45|13280|Q
20190429|ACAD|104754|849|216345|Q
20190429|ACB|2434192|3733|4497532|Q
20190429|ACBI|37573|0|47858|Q
20190429|ACC|23455|126|121096|Q
20190429|ACCO|17883|0|39878|Q
20190429|ACER|10040|0|64348|Q
20190429|ACES|6452|0|8660|Q
20190429|ACGL|136378|0|237332|Q
20190429|ACGLO|2757|0|6983|Q
20190429|ACGLP|6264|600|7661|Q
20190429|ACH|6041|0|15868|Q
20190429|ACHC|46103|496|73749|Q
20190429|ACHN|108793|1492|194535|Q
20190429|ACHV|99664|0|153884|Q
20190429|ACIA|40523|200|239309|Q
20190429|ACIM|430|0|1028|Q
20190429|ACIU|3010|0|8333|Q
20190429|ACIW|35784|0|73317|Q
20190429|ACLS|6683|200|17000|Q
20190429|ACM|35808|0|95504|Q
20190429|ACMR|12275|0|30037|Q
20190429|ACN|107672|425|309404|Q
20190429|ACNB|1137|0|2511|Q
20190429|ACOR|75821|100|136951|Q
20190429|ACP|17472|650|28521|Q
20190429|ACRE|13400|0|57589|Q
20190429|ACRS|52772|0|220126|Q
20190429|ACRX|495924|2433|814693|Q
20190429|ACSI|1|0|3|Q
20190429|ACST|20657|2|26732|Q
20190429|ACT|1326|0|2119|Q
20190429|ACTG|30408|0|100433|Q
20190429|ACTTU|328|0|106280|Q
20190429|ACU|8630|0|14846|Q
20190429|ACV|9056|0|17155|Q
20190429|ACWF|502|0|13683|Q
20190429|ACWI|197325|40|322692|Q
20190429|ACWV|234339|0|323217|Q
20190429|ACWX|61013|1000|118461|Q
20190429|ADAP|30796|0|55582|Q
20190429|ADBE|541057|2782|2636530|Q
20190429|ADC|41538|0|93867|Q
20190429|ADES|20976|0|37825|Q
20190429|ADI|135562|1211|353316|Q
20190429|ADIL|18975|0|23853|Q
20190429|ADM|802457|4652|1518646|Q
20190429|ADMA|73454|0|140978|Q
20190429|ADMP|68841|9898|101485|Q
20190429|ADMS|32188|0|41422|Q
20190429|ADNT|162454|100|322442|Q
20190429|ADOM|33829|0|39785|Q
20190429|ADP|65720|344|262360|Q
20190429|ADRA|9|0|3967|Q
20190429|ADRE|101|0|4436|Q
20190429|ADRO|99252|100|155651|Q
20190429|ADRU|200|0|382|Q
20190429|ADS|22391|0|93802|Q
20190429|ADSK|65924|809|261070|Q
20190429|ADSW|20158|200|417196|Q
20190429|ADT|239627|4500|920550|Q
20190429|ADTN|13948|0|153262|Q
20190429|ADUS|10986|35|21968|Q
20190429|ADVM|42983|1400|77122|Q
20190429|ADX|31983|1500|58013|Q
20190429|ADXS|25569|0|35364|Q
20190429|AE|309|0|2311|Q
20190429|AEB|2781|0|3683|Q
20190429|AED|4029|200|22919|Q
20190429|AEE|62127|300|188105|Q
20190429|AEF|10030|0|21091|Q
20190429|AEG|140524|100|849865|Q
20190429|AEGN|15192|0|28861|Q
20190429|AEH|3450|0|12786|Q
20190429|AEHR|6150|0|21187|Q
20190429|AEIS|9146|0|30591|Q
20190429|AEL|22779|0|46157|Q
20190429|AEM|205875|60|306427|Q
20190429|AEMD|1000|0|3065|Q
20190429|AEO|580014|500|809863|Q
20190429|AEP|126900|464|244910|Q
20190429|AER|108439|3200|236896|Q
20190429|AERI|48463|100|119415|Q
20190429|AES|437182|100|1099037|Q
20190429|AETI|26|0|9853|Q
20190429|AEYE|1525|0|5682|Q
20190429|AEZS|23805|0|38651|Q
20190429|AFB|10944|0|19830|Q
20190429|AFC|100|0|3107|Q
20190429|AFG|23699|300|49896|Q
20190429|AFGB|1432|0|4297|Q
20190429|AFGE|4238|2370|10453|Q
20190429|AFGH|1506|600|4053|Q
20190429|AFH|37983|0|81846|Q
20190429|AFHBL|4125|0|4875|Q
20190429|AFI|3497|0|7528|Q
20190429|AFIF|12116|0|62305|Q
20190429|AFIN|48996|882|116424|Q
20190429|AFINP|1560|0|6760|Q
20190429|AFK|32|0|2158|Q
20190429|AFL|176917|4110|431820|Q
20190429|AFMD|48216|0|100449|Q
20190429|AFT|6777|0|20125|Q
20190429|AFTY|7790|0|9413|Q
20190429|AG|320852|4650|505461|Q
20190429|AGCO|33525|0|111731|Q
20190429|AGD|9556|0|18877|Q
20190429|AGE|1666|0|7995|Q
20190429|AGEN|104598|0|164723|Q
20190429|AGFS|6233|0|7560|Q
20190429|AGFSW|5|0|5|Q
20190429|AGG|487452|100|962732|Q
20190429|AGGP|6|0|5379|Q
20190429|AGGY|58858|0|63004|Q
20190429|AGI|250830|0|362447|Q
20190429|AGIO|120916|877|487089|Q
20190429|AGLE|10446|0|16924|Q
