Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20190626|A|100582|338|200174|Q
20190626|AA|409175|0|668776|Q
20190626|AAAU|1632|0|6840|Q
20190626|AABA|179288|0|1249250|Q
20190626|AAC|85419|4072|209900|Q
20190626|AADR|1934|0|4173|Q
20190626|AAL|495738|128|983456|Q
20190626|AAMC|4|0|304|Q
20190626|AAME|17|0|18|Q
20190626|AAN|57616|64|112623|Q
20190626|AAOI|118007|500|190284|Q
20190626|AAON|22887|0|25641|Q
20190626|AAP|159147|509|353080|Q
20190626|AAPL|1599456|29818|5039886|Q
20190626|AAT|37478|0|109389|Q
20190626|AAU|51719|1000|71421|Q
20190626|AAWW|35904|6|81584|Q
20190626|AAXJ|57413|93|202699|Q
20190626|AAXN|190316|1123|306874|Q
20190626|AB|15218|0|45800|Q
20190626|ABB|189792|7|337885|Q
20190626|ABBV|4476101|72167|17500144|Q
20190626|ABC|75104|54|177396|Q
20190626|ABCB|30411|310|73898|Q
20190626|ABDC|14001|0|30961|Q
20190626|ABEO|106406|0|246919|Q
20190626|ABEV|1481853|1100|3932780|Q
20190626|ABG|23221|0|30153|Q
20190626|ABIL|2621|0|6055|Q
20190626|ABIO|18980|0|42532|Q
20190626|ABM|55927|0|74883|Q
20190626|ABMD|36826|336|77450|Q
20190626|ABR|332245|300|563394|Q
20190626|ABRpA|175|0|175|Q
20190626|ABT|349830|2744|864336|Q
20190626|ABTX|3517|0|11317|Q
20190626|ABUS|160412|0|251858|Q
20190626|AC|422|0|710|Q
20190626|ACA|32567|0|101100|Q
20190626|ACAD|113711|911|187103|Q
20190626|ACB|1391938|5496|2472842|Q
20190626|ACBI|1840|0|5138|Q
20190626|ACC|37763|0|81243|Q
20190626|ACCO|48233|0|101389|Q
20190626|ACER|270979|18789|464874|Q
20190626|ACES|12801|0|13492|Q
20190626|ACGL|122063|0|234138|Q
20190626|ACGLO|4026|0|9329|Q
20190626|ACGLP|11119|1295|18705|Q
20190626|ACH|3815|0|10942|Q
20190626|ACHC|150363|36|229499|Q
20190626|ACHN|52594|1200|100355|Q
20190626|ACHV|16530|0|60990|Q
20190626|ACIA|43960|0|109730|Q
20190626|ACIM|535|0|2270|Q
20190626|ACIU|4836|0|12890|Q
20190626|ACIW|92329|550|120196|Q
20190626|ACLS|13593|0|35905|Q
20190626|ACM|105296|658|453629|Q
20190626|ACMR|14960|0|19535|Q
20190626|ACN|296089|772|428245|Q
20190626|ACNB|154|0|747|Q
20190626|ACOR|140946|7090|223721|Q
20190626|ACP|4528|0|11253|Q
20190626|ACRE|63298|0|125920|Q
20190626|ACRS|29550|0|39873|Q
20190626|ACRX|359966|300|578706|Q
20190626|ACSI|54|0|54|Q
20190626|ACST|3088830|22007|4714997|Q
20190626|ACT|692|2|1385|Q
20190626|ACTG|201685|0|235025|Q
20190626|ACTTW|750|0|1500|Q
20190626|ACU|1226|0|5193|Q
20190626|ACV|1744|300|10430|Q
20190626|ACWF|524|0|925|Q
20190626|ACWI|181555|0|523125|Q
20190626|ACWV|91787|93|106154|Q
20190626|ACWX|73259|217|101994|Q
20190626|ACY|1|0|101|Q
20190626|ADAP|60106|800|104128|Q
20190626|ADBE|171762|1143|510179|Q
20190626|ADC|35135|0|66264|Q
20190626|ADES|8600|159|11769|Q
20190626|ADI|177654|1602|1002051|Q
20190626|ADIL|4960|0|8059|Q
20190626|ADM|394983|7398|599218|Q
20190626|ADMA|73899|0|168971|Q
20190626|ADMP|70856|0|80287|Q
20190626|ADMS|43328|100|73771|Q
20190626|ADNT|229604|10|507307|Q
20190626|ADOM|58269|0|112220|Q
20190626|ADP|102099|0|241424|Q
20190626|ADRE|971|0|2060|Q
20190626|ADRO|36011|100|79393|Q
20190626|ADS|49350|0|178595|Q
20190626|ADSK|76425|433|163752|Q
20190626|ADSW|55911|0|269888|Q
20190626|ADT|266356|4400|365088|Q
20190626|ADTN|6377|0|56643|Q
20190626|ADUS|5881|0|13680|Q
20190626|ADVM|35511|0|98719|Q
20190626|ADX|15430|0|39379|Q
20190626|ADXS|10444|0|28436|Q
20190626|AE|3169|0|4152|Q
20190626|AEB|3702|850|7331|Q
20190626|AEE|58263|130|215875|Q
20190626|AEF|30066|1002|56426|Q
20190626|AEG|50230|0|128108|Q
20190626|AEGN|7638|0|10860|Q
20190626|AEH|10275|400|20619|Q
20190626|AEHR|563|0|3220|Q
20190626|AEIS|46315|0|86099|Q
20190626|AEL|40594|1957|113516|Q
20190626|AEM|154061|829|352535|Q
20190626|AEMD|900|0|16600|Q
20190626|AEO|924293|100|1284737|Q
20190626|AEP|151733|0|527465|Q
20190626|AEPpB|457|0|1157|Q
20190626|AER|58056|0|219901|Q
20190626|AERI|155930|36|316699|Q
20190626|AES|496854|100|793962|Q
20190626|AETI|9064|0|26188|Q
20190626|AEY|6370|0|7703|Q
20190626|AEYE|2898|0|11381|Q
20190626|AEZS|5871|0|16995|Q
20190626|AFB|4527|0|17555|Q
20190626|AFC|2746|0|4172|Q
20190626|AFG|28072|0|51801|Q
20190626|AFGB|4456|300|5631|Q
20190626|AFGE|1340|0|3247|Q
20190626|AFGH|1151|0|2414|Q
20190626|AFH|14515|100|25867|Q
20190626|AFI|30579|0|79506|Q
20190626|AFIN|163044|2500|341110|Q
20190626|AFINP|2690|0|6390|Q
20190626|AFK|200|0|498|Q
20190626|AFL|92550|179|381318|Q
20190626|AFMD|154213|0|262832|Q
20190626|AFT|19128|0|34277|Q
20190626|AFTY|302|0|442|Q
20190626|AG|694140|140|1118348|Q
20190626|AGCO|55256|0|108403|Q
20190626|AGD|23153|238|37391|Q
20190626|AGE|2338|200|22798|Q
20190626|AGEN|553416|0|994951|Q
20190626|AGFS|72730|800|107846|Q
20190626|AGG|565759|0|2017336|Q
20190626|AGGP|2240|0|9945|Q
20190626|AGGY|20333|0|29882|Q
20190626|AGI|210803|6202|359948|Q
20190626|AGIO|45474|470|74658|Q
20190626|AGLE|11713|0|40676|Q
20190626|AGM|2182|0|5490|Q
20190626|AGM/A|200|0|321|Q
20190626|AGMH|335|34|635|Q
20190626|AGMpC|65|0|65|Q
20190626|AGMpD|1800|0|4132|Q
20190626|AGN|1014770|12832|4519865|Q
20190626|AGNC|573856|2300|1615177|Q
20190626|AGNCB|5236|0|7805|Q
20190626|AGNCM|11923|0|23632|Q
20190626|AGNCN|1558|0|2748|Q
20190626|AGND|1|0|27516|Q
20190626|AGO|207225|0|276517|Q
20190626|AGOpE|310|0|1786|Q
20190626|AGOpF|425|0|1578|Q
20190626|AGQ|38340|0|57641|Q
20190626|AGR|74226|0|98158|Q
20190626|AGRO|23866|0|55951|Q
20190626|AGRX|20482|0|26826|Q
20190626|AGS|29493|0|76756|Q
20190626|AGTC|8172|0|9709|Q
20190626|AGX|7451|0|17874|Q
20190626|AGYS|6768|0|21643|Q
20190626|AGZ|6850|2|11636|Q
20190626|AGZD|35|0|37031|Q
20190626|AHC|32|0|967|Q
20190626|AHH|16590|0|46117|Q
20190626|AHHpA|567|0|2625|Q
20190626|AHLpC|3231|20|4717|Q
20190626|AHLpD|4656|0|8208|Q
20190626|AHPI|11|0|11|Q
20190626|AHT|238261|5625|472576|Q
20190626|AHTpD|1440|0|1940|Q
20190626|AHTpF|1907|0|3011|Q
20190626|AHTpG|3474|0|14679|Q
20190626|AHTpH|3440|1040|3440|Q
20190626|AHTpI|2428|0|3528|Q
20190626|AI|163639|0|229768|Q
20190626|AIA|25688|0|30129|Q
20190626|AIC|4325|0|4325|Q
20190626|AIEQ|446|0|6466|Q
20190626|AIF|7845|0|16805|Q
20190626|AIG|301172|416|726891|Q
20190626|AIG/WS|2787|0|15480|Q
20190626|AIGpA|1857|0|11332|Q
